id_oferty,dzielnica,metraz_m2,liczba_pokoi,pietro,rok_budowy,ma_balkon,ma_miejsce_parkingowe,odleglosc_od_centrum_km,cena_pln
10837,Bemowo,78.2,5,0,1969,True,True,1.39,1259565.0
10838,Ochota,59.9,3,9,1951,True,False,4.02,765933.0
10839,Białołęka,53.8,3,9,2015,False,False,4.43,651539.0
10840,Targówek,61.3,4,8,1972,True,True,2.86,680925.0
10841,Wola,66.5,4,9,2004,True,True,12.59,762309.0
10842,Ochota,69.2,4,11,1986,True,False,6.63,1195377.0
10843,Wilanów,67.2,3,7,2003,True,False,6.98,1099454.0
10844,Targówek,57.0,3,6,1985,True,False,2.64,807837.0
10845,Śródmieście,50.7,3,2,1963,True,True,2.39,923352.0
10846,Białołęka,51.7,2,7,1977,False,False,6.04,563726.0
10847,Śródmieście,50.7,4,1,1974,True,True,4.38,1055762.0
10848,Białołęka,79.9,5,1,1993,True,False,6.42,812843.0
10849,Wilanów,68.1,4,10,2007,True,False,4.34,1371688.0
10850,Wola,18.0,1,9,1980,False,False,8.45,236708.0
10851,Ochota,69.4,4,2,1952,True,False,5.39,904660.0
10852,Bemowo,59.3,3,6,1999,False,False,4.74,931355.0
10853,Śródmieście,54.6,3,0,2004,False,False,7.35,1126858.0
10854,Śródmieście,46.5,3,7,2023,False,True,13.65,943470.0
10855,Bielany,79.7,5,11,2003,True,False,8.13,1322544.0
10856,Białołęka,75.8,5,6,1996,True,False,1.94,988644.0
10857,Ursynów,38.0,2,3,2002,True,True,4.64,628268.0
10858,Ochota,64.0,3,4,2021,True,False,4.75,1089050.0
10859,Białołęka,33.6,3,9,2016,True,True,6.53,421166.0
10860,Bielany,24.6,2,0,1985,True,False,4.0,282264.0
10861,Mokotów,41.2,4,3,1978,False,False,5.28,570582.0
10862,Białołęka,74.0,4,0,1980,True,True,5.57,802331.0
10863,Bemowo,76.0,4,0,1998,True,False,6.3,1015403.0
10864,Ochota,66.3,3,9,2012,True,True,1.93,1326839.0
10865,Bielany,71.0,4,0,1998,True,False,2.16,1001545.0
10866,Mokotów,66.4,3,6,1960,True,False,16.21,786063.0
10867,Praga-Południe,40.9,3,6,2011,True,True,0.9,634640.0
10868,Bielany,64.5,3,3,2015,True,True,5.53,1294516.0
10869,Praga-Południe,72.6,3,11,1982,True,True,8.13,1084333.0
10870,Ochota,71.6,4,1,2007,False,False,2.49,9586610.130808514
10871,Śródmieście,81.2,4,11,1993,False,False,10.98,1448110.0
10872,Bielany,70.6,4,2,2019,False,True,5.42,971141.0
10873,Wola,62.7,2,7,2017,True,True,13.92,1007030.0
10874,Praga-Południe,78.5,4,7,1999,True,True,2.67,1108872.0
10875,Bemowo,54.4,2,10,2009,True,False,4.68,869681.0
10876,Wola,35.6,2,10,2019,True,False,3.73,599670.0
10877,Targówek,51.4,4,5,1997,True,True,3.37,867791.0
10878,Targówek,38.6,2,9,1984,True,False,3.52,478816.0
10879,Mokotów,40.1,2,8,2012,True,True,4.21,744215.0
10880,Śródmieście,51.8,3,10,1977,True,False,3.99,990160.0
10881,Ochota,37.6,2,11,1990,False,False,8.73,545445.0
10882,Bielany,48.2,3,8,2018,True,False,8.28,739473.0
10883,Ursynów,18.0,1,3,2011,True,False,1.51,302935.0
10884,Bemowo,59.7,4,11,1991,True,False,3.51,911696.0
10885,Praga-Południe,55.0,2,0,1976,True,False,6.74,708672.0
10886,Ochota,37.0,2,0,1988,True,False,6.34,583386.0
10887,Wola,69.5,4,11,1982,True,True,4.51,1114249.0
10888,Wilanów,75.6,5,9,1972,True,True,5.27,1241809.0
10889,Targówek,19.6,1,4,2012,False,True,4.06,278465.0
10890,Wilanów,38.2,1,1,1979,False,False,9.22,522248.0
10891,Bemowo,38.1,2,5,1995,True,True,8.6,543796.0
10892,Ursynów,34.3,2,6,1990,True,True,4.3,534970.0
10893,Bielany,73.2,4,0,2024,True,False,5.09,1334436.0
10894,Mokotów,50.7,3,5,1990,False,True,4.31,828018.0
10895,Ursynów,49.2,2,7,1962,True,False,4.81,537667.0
10896,Bemowo,18.0,1,11,1963,True,False,10.09,212613.0
10897,Ursynów,69.0,4,4,2003,True,False,3.99,1070406.0
10898,Bemowo,27.7,1,11,2004,True,False,3.39,383198.0
10899,Bemowo,56.3,4,6,1992,False,False,5.07,799659.0
10900,Białołęka,61.1,3,9,1993,True,False,16.79,582726.0
10901,Praga-Południe,84.9,4,5,1958,True,True,4.28,1204970.0
10902,Wilanów,26.2,2,3,1999,True,False,3.03,445810.0
10903,Targówek,18.0,1,6,1998,True,True,7.89,225976.0
10904,Białołęka,59.0,3,9,1970,False,True,8.45,640870.0
10905,Bielany,94.6,5,8,1965,False,False,5.74,1256427.0
10906,Białołęka,82.3,4,9,1967,True,True,3.27,898950.0
10907,Śródmieście,59.6,4,9,1964,True,True,9.25,61776.32465071987
10908,Śródmieście,44.2,3,6,2004,True,True,2.08,988482.0
10909,Targówek,72.8,4,11,1974,True,True,0.53,1078176.0
10910,Ursynów,33.6,1,4,1979,True,True,4.55,461435.0
10911,Praga-Południe,65.5,3,6,1972,True,True,15.89,744848.0
10912,Targówek,66.1,2,2,2023,True,False,5.83,1014855.0
10913,Bemowo,78.3,4,1,2017,True,False,4.15,1002060.0
10914,Wola,115.7,6,10,1977,True,True,6.98,1818473.0
10915,Praga-Południe,63.6,4,4,1985,False,False,6.97,687617.0
10916,Wilanów,43.8,2,3,1976,True,True,10.77,718463.0
10917,Praga-Południe,54.4,3,4,1997,True,True,2.88,736133.0
10918,Bemowo,18.0,1,7,1953,True,True,7.13,194007.0
10919,Bemowo,39.7,2,11,2008,True,False,5.07,655631.0
10920,Mokotów,46.0,3,3,1999,True,True,5.49,921174.0
10921,Targówek,43.5,2,8,2020,True,False,4.94,559957.0
10922,Bemowo,58.4,3,6,1971,False,False,4.89,844076.0
10923,Śródmieście,36.9,3,9,2015,True,False,1.53,729046.0
10924,Bielany,79.7,4,11,2014,True,False,3.85,1252004.0
10925,Wola,55.0,3,6,1967,True,False,4.97,663637.0
10926,Wilanów,54.8,4,7,1991,True,True,6.56,1023426.0
10927,Targówek,47.8,3,11,1972,True,True,5.52,569129.0
10928,Ochota,58.4,3,5,1980,True,False,5.37,739766.0
10929,Śródmieście,73.2,4,7,1980,True,False,7.52,1254694.0
10930,Ursynów,35.9,2,2,2001,True,True,11.98,474571.0
10931,Bemowo,40.5,2,9,1992,True,True,4.53,608422.0
10932,Ochota,48.3,3,9,2022,True,False,2.85,934519.0
10933,Bemowo,25.4,1,0,1967,True,True,9.18,383338.0
10934,Praga-Południe,37.0,2,5,2023,True,True,7.08,564229.0
10935,Śródmieście,44.5,3,0,1977,True,False,4.3,864316.0
10936,Praga-Południe,74.2,4,8,2013,False,False,0.72,1210093.0
10937,Mokotów,60.8,4,1,1986,True,False,9.35,868960.0
10938,Praga-Południe,59.3,3,10,1969,False,False,2.78,606599.0
10939,Mokotów,73.7,4,1,2018,True,False,4.56,1597098.0
10940,Mokotów,52.0,3,6,1984,False,True,4.2,849816.0
10941,Ochota,63.6,3,1,2007,True,True,9.63,1050067.0
10942,Bemowo,52.7,3,9,2002,True,False,6.27,613605.0
10943,Ursynów,60.8,3,7,1996,True,False,2.19,886344.0
10944,Wilanów,42.2,2,5,1997,True,True,18.98,743065.0
10945,Praga-Południe,18.0,1,6,2011,True,False,7.34,257263.0
10946,Wilanów,52.0,3,6,1963,True,False,3.24,797035.0
10947,Śródmieście,86.3,4,5,2008,True,True,11.44,1991941.0
10948,Mokotów,75.4,5,9,2020,False,True,5.21,1263768.0
10949,Bemowo,76.2,5,10,1959,True,True,4.74,908558.0
10950,Wola,82.2,4,8,1969,False,False,4.94,1388113.0
10951,Targówek,57.0,2,8,2010,True,False,5.18,777151.0
10952,Ochota,59.3,3,6,1993,True,True,5.07,968335.0
10953,Ursynów,41.4,2,8,1991,True,False,4.78,669477.0
10954,Białołęka,48.0,3,9,1968,True,False,3.62,623644.0
10955,Ochota,68.5,4,2,1998,True,False,3.06,966403.0
10956,Wola,81.5,4,2,1967,False,False,5.79,1123771.0
10957,Targówek,51.9,3,0,1996,True,True,3.11,883830.0
10958,Wola,45.1,2,4,2013,True,False,6.41,724333.0
10959,Praga-Południe,55.0,3,3,1980,False,True,11.1,593192.0
10960,Mokotów,68.2,3,1,1996,True,False,5.16,1152098.0
10961,Ursynów,23.2,2,8,2024,False,True,5.96,414507.0
10962,Bielany,18.0,1,2,2009,False,False,9.65,195895.0
10963,Mokotów,42.9,3,7,2017,True,False,4.5,600907.0
10964,Bielany,28.1,1,5,1992,True,True,3.48,435574.0
10965,Wilanów,43.8,3,4,2013,True,True,0.54,1041287.0
10966,Targówek,51.7,3,0,1956,False,False,5.62,489509.0
10967,Bemowo,45.0,3,3,1967,True,False,3.51,515798.0
10968,Białołęka,87.0,5,2,1975,True,True,4.29,1048703.0
10969,Śródmieście,62.2,3,0,1991,False,False,0.86,1418440.0
10970,Mokotów,61.6,4,11,2017,True,True,4.28,1185939.0
10971,Ursynów,68.7,4,4,1987,False,True,2.26,1097203.0
10972,Wola,29.9,2,5,2007,True,True,1.94,524487.0
10973,Ursynów,77.9,5,1,2010,True,True,2.5,1239126.0
10974,Targówek,53.3,2,2,2003,False,False,2.28,775208.0
10975,Wilanów,69.8,4,10,1988,True,False,8.69,1283775.0
10976,Bielany,31.4,1,5,2002,True,True,9.97,489241.0
10977,Wola,20.8,1,3,1987,True,False,5.69,254549.0
10978,Śródmieście,73.0,4,8,1962,True,True,13.73,1126386.0
10979,Śródmieście,63.3,3,4,2024,True,False,4.13,1513099.0
10980,Mokotów,35.2,2,3,1967,False,True,0.5,570395.0
10981,Targówek,35.9,3,1,1961,True,False,2.76,299246.0
10982,Bemowo,79.8,5,5,2019,True,False,4.98,1076453.0
10983,Targówek,28.8,2,9,1983,True,True,2.54,358627.0
10984,Wilanów,91.1,5,1,2007,True,False,5.33,1669694.0
10985,Bielany,35.2,2,11,1986,False,True,7.65,358797.0
10986,Ursynów,69.0,5,6,1990,False,True,2.5,1117185.0
10987,Śródmieście,47.8,3,2,1980,True,True,12.12,862059.0
10988,Ursynów,68.3,4,8,1987,True,True,16.47,737815.0
10989,Ursynów,43.0,3,10,1992,True,True,14.7,576904.0
10990,Ursynów,51.4,2,4,2010,True,True,1.13,811799.0
10991,Śródmieście,55.9,4,7,1998,True,True,3.64,1275996.0
10992,Wilanów,33.0,1,10,2022,True,True,6.16,5053195.240775462
10993,Ochota,71.3,5,5,1957,False,False,1.74,726390.0
10994,Praga-Południe,43.7,2,11,1998,True,False,1.88,582754.0
10995,Bielany,50.0,3,9,2003,False,True,1.05,734051.0
10996,Ochota,33.1,1,7,2021,True,True,5.3,631578.0
10997,Bielany,18.0,1,10,1958,True,True,6.43,217807.0
10998,Wola,50.8,2,11,2002,False,False,9.69,902179.0
10999,Targówek,108.1,6,2,2017,True,False,7.08,1437827.0
11000,Targówek,72.3,4,2,1978,False,False,7.82,420311.0
11001,Białołęka,54.6,4,4,2019,True,True,1.31,696239.0
11002,Targówek,49.2,3,10,1953,True,True,6.01,452823.0
11003,Śródmieście,55.5,3,9,2011,False,True,4.88,1539164.0
11004,Bemowo,67.0,3,2,2021,True,False,3.21,1070118.0
11005,Mokotów,29.0,1,7,2007,False,False,3.98,546970.0
11006,Białołęka,79.5,5,9,1993,False,True,6.46,1103089.0
11007,Mokotów,70.7,4,11,1957,True,False,8.12,795041.0
11008,Bielany,70.8,5,7,2021,True,True,15.23,802318.0
11009,Mokotów,64.6,3,1,1996,True,True,6.69,1208981.0
11010,Mokotów,55.4,3,11,1955,True,False,8.64,529018.0
11011,Białołęka,69.8,4,3,2009,False,False,8.46,932804.0
11012,Wola,68.0,4,9,1996,True,True,10.04,1077771.0
11013,Ursynów,47.2,3,0,1967,True,True,2.25,720792.0
11014,Targówek,42.4,2,3,1976,True,False,5.4,513069.0
11015,Targówek,57.2,3,11,1960,True,False,2.61,670939.0
11016,Śródmieście,89.1,5,10,2002,False,False,2.74,1872169.0
11017,Białołęka,27.7,2,3,2005,True,True,6.82,389743.0
11018,Śródmieście,22.7,1,9,1998,False,True,6.89,471472.0
11019,Bemowo,58.6,4,8,2016,True,False,6.65,748647.0
11020,Bemowo,56.1,4,2,2018,True,False,3.45,851203.0
11021,Śródmieście,58.8,3,1,2005,True,True,5.5,1540656.0
11022,Białołęka,60.4,4,8,1952,True,False,4.27,635534.0
11023,Śródmieście,50.1,2,8,2009,False,False,6.64,1097950.0
11024,Targówek,87.8,4,0,1992,True,True,9.86,978246.0
11025,Ochota,19.8,1,5,2002,False,True,2.51,305768.0
11026,Praga-Południe,36.8,2,9,2006,True,False,5.12,441148.0
11027,Mokotów,52.7,3,7,1987,True,False,8.64,697694.0
11028,Praga-Południe,18.8,1,2,2021,True,False,1.42,248221.0
11029,Białołęka,51.1,3,10,1968,True,False,9.13,536155.0
11030,Wilanów,91.6,6,8,2008,True,True,0.81,1915220.0
11031,Praga-Południe,55.5,3,1,2050,True,True,2.24,723745.0
11032,Bemowo,60.1,3,5,2021,False,False,4.96,863241.0
11033,Bielany,27.3,2,0,1966,True,True,4.19,260218.0
11034,Mokotów,41.4,2,6,1964,True,False,3.85,634832.0
11035,Ursynów,46.7,3,2,1986,True,False,14.46,411888.0
11036,Wilanów,48.0,2,6,1989,True,False,2.02,873615.0
11037,Białołęka,83.2,4,3,1976,False,True,6.99,841678.0
11038,Mokotów,67.3,4,8,2003,True,False,14.8,1010002.0
11039,Praga-Południe,30.5,2,4,1994,True,False,8.8,309232.0
11040,Bemowo,60.4,4,2,1955,True,False,6.49,736994.0
11041,Wola,66.0,4,7,1985,True,False,5.99,998750.0
11042,Ochota,80.1,4,5,2015,True,True,3.82,1437336.0
11043,Ursynów,89.8,5,1,2009,True,True,3.63,1314889.0
11044,Wilanów,32.7,2,2,2011,True,True,1.72,789026.0
11045,Ochota,37.2,2,7,2009,True,True,9.5,557642.0
11046,Mokotów,27.3,1,9,1984,False,False,1.86,447103.0
11047,Bemowo,49.9,3,6,1964,True,False,4.88,522613.0
11048,Bemowo,65.3,3,9,1981,False,False,4.11,1188341.0
11049,Praga-Południe,76.7,3,5,2016,True,False,5.8,1110652.0
11050,Targówek,53.3,3,0,2024,False,True,7.6,717776.0
11051,Praga-Południe,324.3583772460973,2,8,1997,True,False,3.74,693470.0
11052,Targówek,58.3,3,2,1951,True,True,2.23,739159.0
11053,Targówek,36.6,2,4,1969,True,True,3.11,482705.0
11054,Ursynów,101.0,6,6,1985,True,False,2.58,1413566.0
11055,Praga-Południe,19.6,1,6,2002,True,False,15.03,236259.0
11056,Wola,59.1,3,2,1961,True,False,11.14,706160.0
11057,Wilanów,99.5,6,3,2022,True,True,1.67,2232721.0
11058,Śródmieście,55.1,3,9,1988,True,False,4.14,1042047.0
11059,Śródmieście,50.8,3,6,2020,True,True,2.49,1193211.0
11060,Praga-Południe,47.1,2,7,2014,False,True,3.16,754749.0
11061,Praga-Południe,51.0,2,1,2012,True,False,3.47,788790.0
11062,Ochota,85.2,4,8,2004,True,False,2.71,1578823.0
11063,Wilanów,18.0,1,6,2005,True,False,8.98,310402.0
11064,Wilanów,88.7,5,7,2006,True,False,6.36,1571295.0
11065,Ursynów,23.7,2,5,2005,True,False,6.04,305953.0
11066,Praga-Południe,49.1,2,5,2001,False,False,11.89,559159.0
11067,Wilanów,45.6,2,8,2024,True,False,8.6,878588.0
11068,Ochota,67.9,4,3,2011,True,False,5.19,4717718.632116114
11069,Targówek,19.8,1,10,2013,True,False,6.13,303355.0
11070,Bemowo,65.2,4,10,2018,True,False,9.48,859343.0
11071,Bemowo,99.5,6,4,1976,False,True,9.1,154312.28165880535
11072,Targówek,25.0,1,8,1962,False,False,0.67,300008.0
11073,Białołęka,59.2,2,0,1996,True,False,6.82,716160.0
11074,Ochota,40.4,2,3,1998,True,True,5.49,759367.0
11075,Wilanów,64.4,4,6,2016,True,False,7.86,1242679.0
11076,Ochota,55.4,2,10,1994,True,True,1.12,959611.0
11077,Targówek,40.9,1,8,2002,True,False,10.0,307683.0
11078,Wola,65.7,4,10,1999,True,False,8.15,1119880.0
11079,Bielany,94.7,5,11,1956,True,True,3.98,1014248.0
11080,Mokotów,50.8,2,9,2005,True,True,13.74,893304.0
11081,Targówek,70.8,3,5,2016,True,False,2.21,1097487.0
11082,Wilanów,26.5,1,11,1971,False,True,5.89,411484.0
11083,Praga-Południe,34.0,2,7,2003,True,True,3.43,561726.0
11084,Praga-Południe,65.4,3,8,2003,False,True,2.92,999903.0
11085,Ursynów,87.7,5,9,1971,True,False,4.85,1184125.0
11086,Targówek,62.8,2,3,1967,True,False,1.21,584307.0
11087,Ursynów,48.1,2,0,2024,False,False,8.15,724189.0
11088,Targówek,55.0,2,7,1990,False,False,20.16,393695.0
11089,Ochota,27.5,1,1,1977,True,False,2.15,359314.0
11090,Mokotów,68.3,4,10,1972,True,False,11.78,875618.0
11091,Ochota,74.4,5,0,2008,False,True,9.65,1315145.0
11092,Bielany,45.1,2,6,2004,True,False,1.51,713388.0
11093,Bemowo,44.7,3,11,2006,True,False,2.04,712115.0
11094,Śródmieście,60.8,4,9,1963,False,False,5.81,1066422.0
11095,Targówek,45.4,3,8,2019,True,True,7.85,609097.0
11096,Bielany,53.5,3,10,1990,True,True,10.16,592157.0
11097,Bemowo,101.2,6,11,1984,True,True,4.97,1174489.0
11098,Wilanów,49.6,2,11,1995,True,True,5.35,950801.0
11099,Białołęka,47.1,1,8,1990,True,False,1.68,672297.0
11100,Mokotów,40.8,3,2,2018,True,True,11.84,784004.0
11101,Ursynów,71.4,4,5,2021,True,False,9.77,989931.0
11102,Ursynów,51.0,3,6,1984,True,True,7.13,841437.0
11103,Ochota,40.7,2,9,2018,True,True,5.1,870660.0
11104,Praga-Południe,84.1,5,8,2014,True,False,11.76,1148392.0
11105,Bemowo,86.2,6,1,2021,False,True,2.12,1637538.0
11106,Białołęka,41.8,3,7,1979,True,False,6.11,526653.0
11107,Bielany,18.0,1,6,2002,False,True,15.29,214988.0
11108,Mokotów,77.2,4,3,1981,True,True,2.09,1294632.0
11109,Bemowo,39.9,1,1,2016,False,False,17.54,365220.0
11110,Białołęka,72.4,5,7,1950,True,False,9.35,612800.0
11111,Śródmieście,18.0,1,10,2002,True,True,8.03,384175.0
11112,Targówek,74.6,4,4,1986,False,True,11.58,821205.0
11113,Ursynów,28.4,1,5,1985,False,False,10.26,339456.0
11114,Bielany,71.1,3,10,2006,True,False,1.5,851805.0
11115,Ursynów,55.3,4,6,2017,True,False,1.46,1007135.0
11116,Bielany,34.0,2,9,2004,True,True,3.53,589773.0
11117,Ochota,46.0,3,0,2017,False,False,6.5,749467.0
11118,Praga-Południe,70.1,4,7,1980,True,True,10.64,718726.0
11119,Bielany,57.3,2,3,1999,True,True,4.41,915796.0
11120,Ursynów,67.9,4,8,1994,True,False,2.94,1022617.0
11121,Ochota,98.5,5,0,1952,True,True,8.99,1291486.0
11122,Bielany,20.6,1,10,2001,False,True,4.28,353663.0
11123,Śródmieście,90.6,5,1,2007,True,True,6.77,2028852.0
11124,Praga-Południe,57.3,2,5,2003,True,True,5.3,855887.0
11125,Bielany,35.2,2,10,2011,True,False,3.06,496416.0
11126,Ochota,25.7,3,9,2002,True,False,3.17,455475.0
11127,Wilanów,50.8,3,10,1960,True,True,2.09,897963.0
11128,Bemowo,75.3,4,0,1966,True,False,10.94,841700.0
11129,Wola,52.2,3,3,2003,False,False,3.92,761047.0
11130,Białołęka,88.2,5,7,1981,True,False,2.98,968197.0
11131,Wola,23.1,1,9,1962,True,True,1.11,297203.0
11132,Wilanów,54.7,2,4,1993,True,False,0.92,957071.0
11133,Wola,27.4,2,8,2001,True,False,2.2,503421.0
11134,Wilanów,63.0,4,10,1986,False,True,6.7,1096409.0
11135,Mokotów,74.5,4,10,2010,True,True,5.44,1454583.0
11136,Wilanów,45.7,3,5,2006,True,True,4.21,1024463.0
11137,Wilanów,18.0,1,0,1986,True,False,2.22,324398.0
11138,Wilanów,59.4,3,5,2012,True,True,1.01,1240843.0
11139,Śródmieście,64.6,4,5,2006,True,False,3.01,1366872.0
11140,Bemowo,63.9,3,5,2006,False,True,4.25,948748.0
11141,Targówek,82.2,5,7,2001,True,False,8.27,973589.0
11142,Bielany,31.4,2,5,1952,True,True,1.55,443234.0
11143,Białołęka,70.0,4,4,2009,True,False,4.01,984973.0
11144,Praga-Południe,81.2,5,10,1989,True,False,2.14,1048120.0
11145,Bemowo,18.0,1,1,2022,True,True,3.45,303877.0
11146,Ursynów,62.0,2,3,2016,False,False,16.96,829511.0
11147,Targówek,43.9,2,9,2003,True,True,2.56,724259.0
11148,Mokotów,53.2,3,4,1979,True,False,2.2,718326.0
11149,Mokotów,62.6,3,9,1975,True,False,23.63,650463.0
11150,Wilanów,44.3,2,3,1986,False,True,7.63,738886.0
11151,Bemowo,40.1,2,1,1996,True,True,7.28,615368.0
11152,Ochota,55.8,3,6,1983,False,True,2.66,871977.0
11153,Wola,31.1,1,9,1998,True,False,16.76,429080.0
11154,Ursynów,31.1,2,9,1971,False,False,1.64,394683.0
11155,Mokotów,69.9,4,1,2023,True,False,10.2,1132374.0
11156,Białołęka,29.7,1,0,1965,True,True,11.07,344397.0
11157,Mokotów,69.7,4,4,2021,True,True,12.61,1327955.0
11158,Praga-Południe,65.2,4,11,2020,True,False,13.52,888698.0
11159,Bielany,18.0,2,0,1999,True,True,4.38,300124.0
11160,Mokotów,40.1,1,0,2011,True,False,6.4,649302.0
11161,Praga-Południe,81.3,5,0,1993,True,True,5.45,1073779.0
11162,Bemowo,33.4,2,5,2005,True,True,2.36,603014.0
11163,Bemowo,44.8,2,8,1986,False,False,4.19,598868.0
11164,Targówek,65.2,4,9,1983,True,False,11.09,718818.0
11165,Mokotów,72.2,4,10,2002,False,False,1.73,1230087.0
11166,Białołęka,49.5,3,11,1997,True,True,8.83,722399.0
11167,Mokotów,41.9,3,0,2002,True,True,9.1,621316.0
11168,Białołęka,86.3,5,4,1982,True,False,5.61,1035401.0
11169,Śródmieście,93.3,5,8,1988,True,False,9.42,1704684.0
11170,Wilanów,76.5,4,8,1962,False,False,2.42,983846.0
11171,Targówek,56.9,2,0,1958,True,True,2.1,822830.0
11172,Śródmieście,37.2,2,7,1979,False,False,3.88,533373.0
11173,Mokotów,36.7,3,0,1961,False,False,6.55,489297.0
11174,Targówek,66.5,3,7,1965,True,False,16.01,657349.0
11175,Śródmieście,64.2,3,0,2015,False,False,5.6,1260632.0
11176,Wola,85.8,5,11,1956,True,True,3.91,1277376.0
11177,Mokotów,69.3,3,4,2007,False,False,10.83,1037463.0
11178,Śródmieście,21.9,1,7,1981,True,False,1.84,473627.0
11179,Wola,78.1,4,5,2018,True,False,1.55,1880639.0
11180,Wola,33.0,1,8,1997,False,False,16.19,434774.0
11181,Bemowo,46.6,2,0,1984,True,False,2.95,675939.0
11182,Mokotów,60.5,4,8,1999,True,False,12.79,816693.0
11183,Wola,98.9,5,0,1989,True,True,11.84,1516362.0
11184,Bemowo,123.4,6,9,2002,True,True,9.69,1696888.0
11185,Śródmieście,68.3,3,9,1966,True,True,10.8,1263748.0
11186,Praga-Południe,51.0,3,2,2024,False,True,10.56,603118.0
11187,Mokotów,66.8,4,0,1993,True,True,0.74,1176076.0
11188,Targówek,74.5,4,2,1987,True,True,6.69,1101404.0
11189,Białołęka,47.9,3,11,2010,True,True,5.77,694773.0
11190,Białołęka,94.5,4,10,1988,True,True,3.54,1443393.0
11191,Śródmieście,60.1,4,1,2016,True,True,4.27,1507161.0
11192,Ochota,66.0,4,1,1995,False,True,4.95,1092475.0
11193,Ochota,69.7,4,8,2010,False,False,4.35,1068346.0
11194,Śródmieście,64.3,4,7,1965,True,False,11.62,991596.0
11195,Wola,73.5,4,0,2017,True,True,4.37,1526720.0
11196,Mokotów,41.4,3,11,2011,False,False,23.09,494613.0
11197,Białołęka,42.7,2,3,1976,False,False,3.24,549770.0
11198,Białołęka,30.8,2,0,1969,True,True,3.93,364491.0
11199,Wola,64.7,4,0,1985,True,False,4.67,882314.0
11200,Białołęka,72.1,4,11,2023,False,False,2.92,859858.0
11201,Targówek,65.1,4,11,1980,True,False,4.65,766245.0
11202,Mokotów,91.8,5,3,1995,True,True,3.47,1834907.0
11203,Bielany,54.9,3,1,1955,True,False,8.87,526645.0
11204,Białołęka,69.7,4,2,1991,True,True,3.84,1011876.0
11205,Śródmieście,31.0,1,10,2002,True,False,2.63,684529.0
11206,Targówek,46.5,3,8,2022,True,False,4.16,724464.0
11207,Białołęka,70.3,5,1,1999,True,False,5.2,856264.0
11208,Wilanów,73.7,4,3,2016,True,False,4.48,1450833.0
11209,Targówek,48.5,3,0,2000,True,True,23.64,549675.0
11210,Bemowo,53.4,2,1,1956,True,False,7.43,581965.0
11211,Bielany,21.6,2,4,1984,False,False,2.02,267228.0
11212,Ursynów,47.1,3,9,2002,False,True,8.2,565320.0
11213,Śródmieście,74.6,4,0,2022,True,False,6.55,1735473.0
11214,Śródmieście,67.7,3,10,2018,True,True,7.61,1506820.0
11215,Mokotów,66.0,3,6,1977,False,True,8.17,940561.0
11216,Targówek,56.1,3,3,1977,True,False,12.44,491305.0
11217,Wola,55.2,2,5,1975,True,True,4.9,851110.0
11218,Śródmieście,40.5,2,7,2021,False,False,5.24,1008125.0
11219,Targówek,70.4,4,5,2017,True,True,3.19,1146535.0
11220,Targówek,64.3,4,1,2013,False,True,6.26,840555.0
11221,Wilanów,65.8,5,0,1990,False,False,2.95,1064703.0
11222,Praga-Południe,43.4,3,7,1998,True,True,2.46,557690.0
11223,Praga-Południe,18.0,1,7,1995,True,False,15.27,166836.0
11224,Ursynów,79.1,4,8,1979,True,False,5.16,914903.0
11225,Bemowo,44.5,2,5,1998,True,False,7.51,618630.0
11226,Ursynów,36.0,1,11,1955,True,False,3.54,462829.0
11227,Białołęka,70.3,3,0,1968,True,False,17.21,620340.0
11228,Wola,46.4,2,8,2019,True,True,4.62,926532.0
11229,Białołęka,78.3,3,11,2012,False,False,13.55,771317.0
11230,Ochota,68.6,4,2,1992,True,True,7.5,957232.0
11231,Białołęka,70.0,4,10,1999,True,False,5.7,755052.0
11232,Mokotów,24.9,1,5,1989,True,False,6.75,351223.0
11233,Białołęka,81.7,5,9,2012,True,False,5.12,1136601.0
11234,Ursynów,60.7,4,9,2014,True,False,4.89,1151599.0
11235,Śródmieście,46.9,3,10,2013,True,False,6.45,68521.12835372576
11236,Śródmieście,58.2,3,11,2011,True,False,1.06,1330497.0
11237,Praga-Południe,18.0,1,8,1975,False,False,3.54,214874.0
11238,Wola,64.0,4,10,1986,False,True,8.87,923586.0
11239,Wola,32.4,2,2,1996,True,True,9.34,540885.0
11240,Mokotów,25.2,1,4,1986,True,False,20.39,283329.0
11241,Ursynów,21.5,1,4,2012,True,False,10.21,288657.0
11242,Praga-Południe,79.5,5,9,1986,True,True,9.74,977006.0
11243,Wilanów,41.2,2,6,1968,True,True,6.89,681068.0
11244,Ochota,88.7,6,3,1991,False,True,11.43,1402156.0
11245,Wola,43.2,2,10,2024,True,False,6.07,799281.0
11246,Śródmieście,18.0,1,3,1977,True,False,5.68,326978.0
11247,Białołęka,30.4,1,6,2004,True,True,5.79,457998.0
11248,Białołęka,82.2,5,8,1993,False,True,11.28,1057903.0
11249,Praga-Południe,51.6,2,10,1961,False,True,5.74,556920.0
11250,Ursynów,42.9,2,3,1997,True,True,7.42,647868.0
11251,Ursynów,58.5,3,3,2009,True,True,3.77,966169.0
11252,Bemowo,66.0,4,5,1998,True,False,16.45,838463.0
11253,Bielany,79.6,5,5,2018,True,False,4.42,1243742.0
11254,Wola,86.9,5,6,1982,True,True,5.59,1220658.0
11255,Ursynów,47.1,1,0,1963,False,True,9.69,585425.0
